inds	Country	Region	Locality	Land_use
295_CmrZ2_dana_sn_pl3_H8	Cameroun	Extreme-Nord	Mayo-Dana	Savane Naturelle
301_CmrZ2_tsana_sn_pl3_A9	Cameroun	Extreme-Nord	Mayo-Tsana	Savane Naturelle
302_CmrZ2_tsana_sn_pl3_B9	Cameroun	Extreme-Nord	Mayo-Tsana	Savane Naturelle
538_CmrZ4_tison_sn_pl3_C9	Cameroun	Adamaoua	Tison	Savane Naturelle
539_CmrZ4_tison_ch_pl3_D9	Cameroun	Adamaoua	Tison	Champ
326_CmrZ2_tsana_ca_pl4_A1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
327_CmrZ2_tsana_ca_pl4_B1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
328_CmrZ2_tsana_ca_pl4_C1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
329_CmrZ2_tsana_ca_pl4_D1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
330_CmrZ2_tsana_ca_pl4_E1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
331_CmrZ2_tsana_ca_pl4_F1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
332_CmrZ2_tsana_ca_pl4_G1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
333_CmrZ2_tsana_ca_pl4_H1	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
334_CmrZ2_tsana_ca_pl4_A2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
335_CmrZ2_tsana_ca_pl4_B2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
336_CmrZ2_tsana_ca_pl4_C2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
337_CmrZ2_tsana_ca_pl4_D2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
338_CmrZ2_tsana_ca_pl4_E2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
339_CmrZ2_tsana_ca_pl4_F2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
340_CmrZ2_tsana_ca_pl4_G2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
341_CmrZ2_tsana_ca_pl4_H2	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
342_CmrZ2_tsana_ca_pl4_A3	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
343_CmrZ2_tsana_ca_pl4_B3	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
344_CmrZ2_tsana_ca_pl4_C3	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
345_CmrZ2_tsana_ca_pl4_D3	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
346_CmrZ2_tsana_ca_pl4_E3	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
347_CmrZ2_tsana_ca_pl4_F3	Cameroun	Extreme-Nord	Mayo-Tsana	Champ agricole
350_CmrZ3_basc_sn_pl4_G3	Cameroun	Nord	Bascheo	Savane Naturelle
351_CmrZ3_basc_sn_pl4_H3	Cameroun	Nord	Bascheo	Savane Naturelle
352_CmrZ3_basc_sn_pl4_A4	Cameroun	Nord	Bascheo	Savane Naturelle
354_CmrZ3_basc_sn_pl4_B4	Cameroun	Nord	Bascheo	Savane Naturelle
355_CmrZ3_basc_sn_pl4_C4	Cameroun	Nord	Bascheo	Savane Naturelle
356_CmrZ3_basc_sn_pl4_D4	Cameroun	Nord	Bascheo	Savane Naturelle
357_CmrZ3_basc_sn_pl4_E4	Cameroun	Nord	Bascheo	Savane Naturelle
358_CmrZ3_basc_sn_pl4_F4	Cameroun	Nord	Bascheo	Savane Naturelle
359_CmrZ3_basc_sn_pl4_G4	Cameroun	Nord	Bascheo	Savane Naturelle
360_CmrZ3_basc_sn_pl4_H4	Cameroun	Nord	Bascheo	Savane Naturelle
361_CmrZ3_basc_sn_pl4_A5	Cameroun	Nord	Bascheo	Savane Naturelle
362_CmrZ3_basc_sn_pl4_B5	Cameroun	Nord	Bascheo	Savane Naturelle
363_CmrZ3_basc_sn_pl4_C5	Cameroun	Nord	Bascheo	Savane Naturelle
364_CmrZ3_basc_sn_pl4_D5	Cameroun	Nord	Bascheo	Savane Naturelle
365_CmrZ3_basc_sn_pl4_E5	Cameroun	Nord	Bascheo	Savane Naturelle
366_CmrZ3_basc_sn_pl4_F5	Cameroun	Nord	Bascheo	Savane Naturelle
367_CmrZ3_basc_sn_pl4_G5	Cameroun	Nord	Bascheo	Savane Naturelle
368_CmrZ3_basc_sn_pl4_H5	Cameroun	Nord	Bascheo	Savane Naturelle
369_CmrZ3_basc_sn_pl4_A6	Cameroun	Nord	Bascheo	Savane Naturelle
370_CmrZ3_basc_sn_pl4_B6	Cameroun	Nord	Bascheo	Savane Naturelle
371_CmrZ3_basc_sn_pl4_C6	Cameroun	Nord	Bascheo	Savane Naturelle
372_CmrZ3_basc_sn_pl4_E6	Cameroun	Nord	Bascheo	Savane Naturelle
373_CmrZ3_basc_sn_pl4_F6	Cameroun	Nord	Bascheo	Savane Naturelle
374_CmrZ3_basc_sn_pl4_G6	Cameroun	Nord	Bascheo	Savane Naturelle
375_CmrZ3_basc_sn_pl4_F6	Cameroun	Nord	Bascheo	Savane Naturelle
376_CmrZ3_basc_sn_pl4_H6	Cameroun	Nord	Bascheo	Savane Naturelle
377_CmrZ3_basc_ca_pl4_A7	Cameroun	Nord	Bascheo	Champ agricole
378_CmrZ3_basc_ca_pl4_B7	Cameroun	Nord	Bascheo	Champ agricole
379_CmrZ3_basc_ca_pl4_C7	Cameroun	Nord	Bascheo	Champ agricole
380_CmrZ3_basc_ca_pl4_D7	Cameroun	Nord	Bascheo	Champ agricole
381_CmrZ3_basc_ca_pl4_E7	Cameroun	Nord	Bascheo	Champ agricole
382_CmrZ3_basc_ca_pl4_F7	Cameroun	Nord	Bascheo	Champ agricole
383_CmrZ3_basc_ca_pl4_G7	Cameroun	Nord	Bascheo	Champ agricole
384_CmrZ3_basc_ca_pl4_H7	Cameroun	Nord	Bascheo	Champ agricole
385_CmrZ3_basc_ca_pl4_A8	Cameroun	Nord	Bascheo	Champ agricole
386_CmrZ3_basc_ca_pl4_B8	Cameroun	Nord	Bascheo	Champ agricole
387_CmrZ3_basc_ca_pl4_C8	Cameroun	Nord	Bascheo	Champ agricole
388_CmrZ3_basc_ca_pl4_D8	Cameroun	Nord	Bascheo	Champ agricole
389_CmrZ3_basc_ca_pl4_E8	Cameroun	Nord	Bascheo	Champ agricole
390_CmrZ3_basc_ca_pl4_F8	Cameroun	Nord	Bascheo	Champ agricole
391_CmrZ3_basc_ca_pl4_G8	Cameroun	Nord	Bascheo	Champ agricole
392_CmrZ3_basc_ca_pl4_H8	Cameroun	Nord	Bascheo	Champ agricole
393_CmrZ3_basc_ca_pl4_A9	Cameroun	Nord	Bascheo	Champ agricole
394_CmrZ3_basc_ca_pl4_B9	Cameroun	Nord	Bascheo	Champ agricole
395_CmrZ3_basc_ca_pl4_C9	Cameroun	Nord	Bascheo	Champ agricole
396_CmrZ3_basc_ca_pl4_D9	Cameroun	Nord	Bascheo	Champ agricole
397_CmrZ3_basc_ca_pl4_E9	Cameroun	Nord	Bascheo	Champ agricole
398_CmrZ3_basc_ca_pl4_F9	Cameroun	Nord	Bascheo	Champ agricole
399_CmrZ3_basc_ca_pl4_G9	Cameroun	Nord	Bascheo	Champ agricole
400_CmrZ3_basc_ca_pl4_H9	Cameroun	Nord	Bascheo	Champ agricole
401_CmrZ3_basc_ca_pl4_A10	Cameroun	Nord	Bascheo	Champ agricole
402_CmrZ3_tche_ca_pl4_B10	Cameroun	Nord	Tcheboa	Champ agricole
403_CmrZ3_tche_ca_pl4_C10	Cameroun	Nord	Tcheboa	Champ agricole
404_CmrZ3_tche_ca_pl4_D10	Cameroun	Nord	Tcheboa	Champ agricole
405_CmrZ3_tche_ca_pl4_E10	Cameroun	Nord	Tcheboa	Champ agricole
406_CmrZ3_tche_ca_pl4_F10	Cameroun	Nord	Tcheboa	Champ agricole
407_CmrZ3_tche_ca_pl4_G10	Cameroun	Nord	Tcheboa	Champ agricole
408_CmrZ3_tche_ca_pl4_H10	Cameroun	Nord	Tcheboa	Champ agricole
409_CmrZ3_tche_ca_pl4_A11	Cameroun	Nord	Tcheboa	Champ agricole
410_CmrZ3_tche_ca_pl4_B11	Cameroun	Nord	Tcheboa	Champ agricole
411_CmrZ3_tche_ca_pl4_C11	Cameroun	Nord	Tcheboa	Champ agricole
412_CmrZ3_tche_ca_pl4_D11	Cameroun	Nord	Tcheboa	Champ agricole
413_CmrZ3_tche_ca_pl4_E11	Cameroun	Nord	Tcheboa	Champ agricole
414_CmrZ3_tche_ca_pl4_F11	Cameroun	Nord	Tcheboa	Champ agricole
415_CmrZ3_tche_ca_pl4_G11	Cameroun	Nord	Tcheboa	Champ agricole
416_CmrZ3_tche_ca_pl4_H11	Cameroun	Nord	Tcheboa	Champ agricole
417_CmrZ3_tche_ca_pl4_A12	Cameroun	Nord	Tcheboa	Champ agricole
418_CmrZ3_tche_ca_pl4_B12	Cameroun	Nord	Tcheboa	Champ agricole
419_CmrZ3_tche_ca_pl4_C12	Cameroun	Nord	Tcheboa	Champ agricole
420_CmrZ3_tche_ca_pl4_D12	Cameroun	Nord	Tcheboa	Champ agricole
421_CmrZ3_tche_ca_pl4_E12	Cameroun	Nord	Tcheboa	Champ agricole
422_CmrZ3_tche_ca_pl4_F12	Cameroun	Nord	Tcheboa	Champ agricole
423_CmrZ3_tche_ca_pl4_G12	Cameroun	Nord	Tcheboa	Champ agricole
424_CmrZ3_tche_ca_pl4_H12	Cameroun	Nord	Tcheboa	Champ agricole
425_CmrZ3_tche_ca_pl5_A1	Cameroun	Nord	Tcheboa	Champ agricole
426_CmrZ3_tche_ca_pl5_B1	Cameroun	Nord	Tcheboa	Champ agricole
427_CmrZ3_tche_ca_pl5_C1	Cameroun	Nord	Tcheboa	Champ agricole
428_CmrZ3_tche_ca_pl5_D1	Cameroun	Nord	Tcheboa	Champ agricole
429_CmrZ3_tche_sn_pl5_E1	Cameroun	Nord	Tcheboa	Savane Naturelle
430_CmrZ3_tche_sn_pl5_F1	Cameroun	Nord	Tcheboa	Savane Naturelle
431_CmrZ3_tche_sn_pl5_G1	Cameroun	Nord	Tcheboa	Savane Naturelle
432_CmrZ3_tche_sn_pl5_H1	Cameroun	Nord	Tcheboa	Savane Naturelle
433_CmrZ3_tche_sn_pl5_A2	Cameroun	Nord	Tcheboa	Savane Naturelle
434_CmrZ3_tche_sn_pl5_B2	Cameroun	Nord	Tcheboa	Savane Naturelle
435_CmrZ3_tche_sn_pl5_C2	Cameroun	Nord	Tcheboa	Savane Naturelle
436_CmrZ3_tche_sn_pl5_D2	Cameroun	Nord	Tcheboa	Savane Naturelle
437_CmrZ3_tche_sn_pl5_E2	Cameroun	Nord	Tcheboa	Savane Naturelle
438_CmrZ3_tche_sn_pl5_F2	Cameroun	Nord	Tcheboa	Savane Naturelle
439_CmrZ3_tche_sn_pl5_G2	Cameroun	Nord	Tcheboa	Savane Naturelle
440_CmrZ3_tche_sn_pl5_H2	Cameroun	Nord	Tcheboa	Savane Naturelle
441_CmrZ3_tche_sn_pl5_A3	Cameroun	Nord	Tcheboa	Savane Naturelle
442_CmrZ3_tche_sn_pl5_B3	Cameroun	Nord	Tcheboa	Savane Naturelle
443_CmrZ3_tche_sn_pl5_C3	Cameroun	Nord	Tcheboa	Savane Naturelle
444_CmrZ3_tche_sn_pl5_D3	Cameroun	Nord	Tcheboa	Savane Naturelle
445_CmrZ3_tche_sn_pl5_E3	Cameroun	Nord	Tcheboa	Savane Naturelle
446_CmrZ3_tche_sn_pl5_F3	Cameroun	Nord	Tcheboa	Savane Naturelle
447_CmrZ3_tche_sn_pl5_G3	Cameroun	Nord	Tcheboa	Savane Naturelle
448_CmrZ3_tche_sn_pl5_H3	Cameroun	Nord	Tcheboa	Savane Naturelle
449_CmrZ3_tche_sn_pl5_A4	Cameroun	Nord	Tcheboa	Savane Naturelle
450_CmrZ3_tche_ca_pl5_B4	Cameroun	Nord	Tcheboa	Champ agricole
451_CmrZ3_tche_ca_pl5_C4	Cameroun	Nord	Tcheboa	Champ agricole
452_CmrZ3_tche_ca_pl5_D4	Cameroun	Nord	Tcheboa	Champ agricole
453_CmrZ4_tcha_sn_pl5_E4	Cameroun	Adamaoua	Tchabal	Savane Naturelle
454_CmrZ4_tcha_sn_pl5_F4	Cameroun	Adamaoua	Tchabal	Savane Naturelle
455_CmrZ4_tcha_sn_pl5_G4	Cameroun	Adamaoua	Tchabal	Savane Naturelle
456_CmrZ4_tcha_sn_pl5_H4	Cameroun	Adamaoua	Tchabal	Savane Naturelle
458_CmrZ4_tcha_sn_pl5_A5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
459_CmrZ4_tcha_sn_pl5_B5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
460_CmrZ4_tcha_sn_pl5_C5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
461_CmrZ4_tcha_sn_pl5_D5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
462_CmrZ4_tcha_sn_pl5_E5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
463_CmrZ4_tcha_sn_pl5_F5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
464_CmrZ4_tcha_sn_pl5_G5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
465_CmrZ4_tcha_sn_pl5_H5	Cameroun	Adamaoua	Tchabal	Savane Naturelle
466_CmrZ4_tcha_sn_pl5_A6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
467_CmrZ4_tcha_sn_pl5_B6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
468_CmrZ4_tcha_sn_pl5_C6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
469_CmrZ4_tcha_sn_pl5_D6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
470_CmrZ4_tcha_sn_pl5_E6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
471_CmrZ4_tcha_sn_pl5_F6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
472_CmrZ4_tcha_sn_pl5_G6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
473_CmrZ4_tcha_sn_pl5_H6	Cameroun	Adamaoua	Tchabal	Savane Naturelle
474_CmrZ4_tcha_sn_pl5_A7	Cameroun	Adamaoua	Tchabal	Savane Naturelle
475_CmrZ4_tcha_sn_pl5_B7	Cameroun	Adamaoua	Tchabal	Savane Naturelle
476_CmrZ4_tcha_sn_pl5_C7	Cameroun	Adamaoua	Tchabal	Savane Naturelle
477_CmrZ4_tcha_sn_pl5_D7	Cameroun	Adamaoua	Tchabal	Savane Naturelle
478_CmrZ4_tcha_sn_pl5_E7	Cameroun	Adamaoua	Tchabal	Savane Naturelle
479_CmrZ4_tcha_sn_pl5_F7	Cameroun	Adamaoua	Tchabal	Savane Naturelle
480_CmrZ4_tcha_jc_pl5_G7	Cameroun	Adamaoua	Tchabal	Jardin de case
482_CmrZ4_tcha_ch_pl5_H7	Cameroun	Adamaoua	Tchabal	Champ
483_CmrZ4_tcha_ch_pl5_A8	Cameroun	Adamaoua	Tchabal	Champ
484_CmrZ4_tcha_ch_pl5_B8	Cameroun	Adamaoua	Tchabal	Champ
485_CmrZ4_tcha_jc_pl5_C8	Cameroun	Adamaoua	Tchabal	Jardin de case
486_CmrZ4_tcha_ch_pl5_D8	Cameroun	Adamaoua	Tchabal	Champ
487_CmrZ4_tcha_jc_pl5_E8	Cameroun	Adamaoua	Tchabal	Jardin de case
488_CmrZ4_tcha_ch_pl5_F8	Cameroun	Adamaoua	Tchabal	Champ
490_CmrZ4_tcha_jc_pl5_G8	Cameroun	Adamaoua	Tchabal	Jardin de case
491_CmrZ4_tcha_ch_pl5_H8	Cameroun	Adamaoua	Tchabal	Champ
492_CmrZ4_tcha_jc_pl5_A9	Cameroun	Adamaoua	Tchabal	Jardin de case
493_CmrZ4_tcha_ch_pl5_B9	Cameroun	Adamaoua	Tchabal	Champ
494_CmrZ4_tcha_ch_pl5_C9	Cameroun	Adamaoua	Tchabal	Champ
495_CmrZ4_fala_sn_pl5_D9	Cameroun	Adamaoua	Falaise	Savane Naturelle
496_CmrZ4_fala_sn_pl5_E9	Cameroun	Adamaoua	Falaise	Savane Naturelle
498_CmrZ4_fala_sn_pl5_F9	Cameroun	Adamaoua	Falaise	Savane Naturelle
499_CmrZ4_fala_sn_pl5_G9	Cameroun	Adamaoua	Falaise	Savane Naturelle
500_CmrZ4_fala_sn_pl5_H9	Cameroun	Adamaoua	Falaise	Savane Naturelle
501_CmrZ4_fala_sn_pl5_A10	Cameroun	Adamaoua	Falaise	Savane Naturelle
502_CmrZ4_fala_sn_pl5_B10	Cameroun	Adamaoua	Falaise	Savane Naturelle
503_CmrZ4_fala_sn_pl5_C10	Cameroun	Adamaoua	Falaise	Savane Naturelle
504_CmrZ4_fala_sn_pl5_D10	Cameroun	Adamaoua	Falaise	Savane Naturelle
506_CmrZ4_fala_sn_pl5_E10	Cameroun	Adamaoua	Falaise	Savane Naturelle
507_CmrZ4_fala_sn_pl5_F10	Cameroun	Adamaoua	Falaise	Savane Naturelle
508_CmrZ4_fala_sn_pl5_G10	Cameroun	Adamaoua	Falaise	Savane Naturelle
509_CmrZ4_fala_sn_pl5_H10	Cameroun	Adamaoua	Falaise	Savane Naturelle
510_CmrZ4_fala_sn_pl5_A11	Cameroun	Adamaoua	Falaise	Savane Naturelle
511_CmrZ4_fala_sn_pl5_B11	Cameroun	Adamaoua	Falaise	Savane Naturelle
512_CmrZ4_fala_sn_pl5_C11	Cameroun	Adamaoua	Falaise	Savane Naturelle
514_CmrZ4_fala_sn_pl5_D11	Cameroun	Adamaoua	Falaise	Savane Naturelle
515_CmrZ4_fala_sn_pl5_E11	Cameroun	Adamaoua	Falaise	Savane Naturelle
516_CmrZ4_fala_sn_pl5_F11	Cameroun	Adamaoua	Falaise	Savane Naturelle
517_CmrZ4_fala_sn_pl5_G11	Cameroun	Adamaoua	Falaise	Savane Naturelle
518_CmrZ4_fala_sn_pl5_H11	Cameroun	Adamaoua	Falaise	Savane Naturelle
519_CmrZ4_fala_sn_pl5_A12	Cameroun	Adamaoua	Falaise	Savane Naturelle
520_CmrZ4_tiso_sn_pl5_B12	Cameroun	Adamaoua	Tison	Savane Naturelle
522_CmrZ4_tiso_sn_pl5_C12	Cameroun	Adamaoua	Tison	Savane Naturelle
523_CmrZ4_tiso_sn_pl5_D12	Cameroun	Adamaoua	Tison	Savane Naturelle
524_CmrZ4_tiso_sn_pl5_E12	Cameroun	Adamaoua	Tison	Savane Naturelle
525_CmrZ4_tiso_sn_pl5_F12	Cameroun	Adamaoua	Tison	Savane Naturelle
526_CmrZ4_tiso_sn_pl5_G12	Cameroun	Adamaoua	Tison	Savane Naturelle
527_CmrZ4_tiso_sn_pl5_H12	Cameroun	Adamaoua	Tison	Savane Naturelle
610_CmrZ5_ktaba_sn_pl6_A1	Cameroun	Ouest	Koutaba	Savane Naturelle
636_CmrZ5_ktaba_sn_pl6_B1	Cameroun	Ouest	Koutaba	Savane Naturelle
750_MalZ6_solo_sn_pl6_C1	Mali	Segou	Solosso	Savane Naturelle
624_CmrZ5_ktaba_sn_pl6_D1	Cameroun	Ouest	Koutaba	Savane Naturelle
617_CmrZ5_ktaba_sn_pl6_E1	Cameroun	Ouest	Koutaba	Savane Naturelle
669_CmrZ5_ton_sn_pl6_F1	Cameroun	Ouest	Tonga	Savane Naturelle
645_CmrZ5_ton_sn_pl6_G1	Cameroun	Ouest	Tonga	Savane Naturelle
698_CmrZ5_ban_sn_pl6_H1	Cameroun	Ouest	Bangoua	Savane Naturelle
722_CmrZ5_ban_sn_pl6_A2	Cameroun	Ouest	Bangoua	Savane Naturelle
612_CmrZ5_ktaba_sn_pl6_B2	Cameroun	Ouest	Koutaba	Savane Naturelle
674_CmrZ5_ton_sn_pl6_C2	Cameroun	Ouest	Tonga	Savane Naturelle
681_CmrZ5_ton_sn_pl6_D2	Cameroun	Ouest	Tonga	Savane Naturelle
676_CmrZ5_ton_sn_pl6_E2	Cameroun	Ouest	Tonga	Savane Naturelle
737_MalZ6_solo_sn_pl6_F2	Mali	Segou	Solosso	Savane Naturelle
716_CmrZ5_ban_sn_pl6_G2	Cameroun	Ouest	Bangoua	Savane Naturelle
633_CmrZ5_ktaba_sn_pl6_H2	Cameroun	Ouest	Koutaba	Savane Naturelle
634_CmrZ5_ktaba_sn_pl6_A3	Cameroun	Ouest	Koutaba	Savane Naturelle
730_CmrZ5_ban_sn_pl6_B3	Cameroun	Ouest	Bangoua	Savane Naturelle
712_CmrZ5_ban_sn_pl6_C3	Cameroun	Ouest	Bangoua	Savane Naturelle
686_CmrZ5_ton_sn_pl6_D3	Cameroun	Ouest	Tonga	Savane Naturelle
615_CmrZ5_ktaba_sn_pl6_E3	Cameroun	Ouest	Koutaba	Savane Naturelle
602_CmrZ5_ktaba_sn_pl6_F3	Cameroun	Ouest	Koutaba	Savane Naturelle
743_MalZ6_solo_sn_pl6_G3	Mali	Segou	Solosso	Savane Naturelle
648_CmrZ5_mbou_ca_pl6_H3	Cameroun	Ouest	Mbouda	Champ agricole
708_CmrZ5_ban_sn_pl6_A4	Cameroun	Ouest	Bangoua	Savane Naturelle
652_CmrZ5_mbou_ca_pl6_B4	Cameroun	Ouest	Mbouda	Champ agricole
604_CmrZ5_ktaba_sn_pl6_C4	Cameroun	Ouest	Koutaba	Savane Naturelle
696_CmrZ5_ban_sn_pl6_D4	Cameroun	Ouest	Bangoua	Savane Naturelle
679_CmrZ5_ton_sn_pl6_E4	Cameroun	Ouest	Tonga	Savane Naturelle
644_CmrZ5_mbou_ca_pl6_F4	Cameroun	Ouest	Mbouda	Champ agricole
614_CmrZ5_ktaba_sn_pl6_G4	Cameroun	Ouest	Koutaba	Savane Naturelle
647_CmrZ5_mbou_ca_pl6_H4	Cameroun	Ouest	Mbouda	Champ agricole
754_MalZ6_solo_sn_pl6_A5	Mali	Segou	Solosso	Savane Naturelle
661_CmrZ5_ton_sn_pl6_B5	Cameroun	Ouest	Tonga	Savane Naturelle
680_CmrZ5_ton_sn_pl6_C5	Cameroun	Ouest	Tonga	Savane Naturelle
709_CmrZ5_ban_sn_pl6_D5	Cameroun	Ouest	Bangoua	Savane Naturelle
705_CmrZ5_ban_sn_pl6_E5	Cameroun	Ouest	Bangoua	Savane Naturelle
671_CmrZ5_ton_sn_pl6_F5	Cameroun	Ouest	Tonga	Savane Naturelle
704_CmrZ5_ban_sn_pl6_G5	Cameroun	Ouest	Bangoua	Savane Naturelle
758_MalZ6_solo_sn_pl6_H5	Mali	Segou	Solosso	Savane Naturelle
625_CmrZ5_ktaba_sn_pl6_A6	Cameroun	Ouest	Koutaba	Savane Naturelle
719_CmrZ5_ban_sn_pl6_B6	Cameroun	Ouest	Bangoua	Savane Naturelle
697_CmrZ5_ban_sn_pl6_C6	Cameroun	Ouest	Bangoua	Savane Naturelle
751_MalZ6_solo_sn_pl6_D6	Mali	Segou	Solosso	Savane Naturelle
658_CmrZ5_mbou_ca_pl6_E6	Cameroun	Ouest	Mbouda	Champ agricole
640_CmrZ5_mbou_ca_pl6_F6	Cameroun	Ouest	Mbouda	Champ agricole
608_CmrZ5_ktaba_sn_pl6_G6	Cameroun	Ouest	Koutaba	Savane Naturelle
657_CmrZ5_mbou_ca_pl6_H6	Cameroun	Ouest	Mbouda	Champ agricole
631_CmrZ5_ktaba_sn_pl6_A7	Cameroun	Ouest	Koutaba	Savane Naturelle
727_CmrZ5_ban_sn_pl6_B7	Cameroun	Ouest	Bangoua	Savane Naturelle
702_CmrZ5_ban_sn_pl6_C7	Cameroun	Ouest	Bangoua	Savane Naturelle
605_CmrZ5_ktaba_sn_pl6_D7	Cameroun	Ouest	Koutaba	Savane Naturelle
678_CmrZ5_ton_sn_pl6_E7	Cameroun	Ouest	Tonga	Savane Naturelle
677_CmrZ5_ton_sn_pl6_F7	Cameroun	Ouest	Tonga	Savane Naturelle
642_CmrZ5_mbou_ca_pl6_G7	Cameroun	Ouest	Mbouda	Champ agricole
637_CmrZ5_ktaba_sn_pl6_H7	Cameroun	Ouest	Koutaba	Savane Naturelle
683_CmrZ5_ton_sn_pl6_A8	Cameroun	Ouest	Tonga	Savane Naturelle
606_CmrZ5_ktaba_sn_pl6_B8	Cameroun	Ouest	Koutaba	Savane Naturelle
631_CmrZ5_ktaba_sn_pl6_C8	Cameroun	Ouest	Koutaba	Savane Naturelle
706_CmrZ5_ban_sn_pl6_D8	Cameroun	Ouest	Bangoua	Savane Naturelle
695_CmrZ5_ban_sn_pl6_E8	Cameroun	Ouest	Bangoua	Savane Naturelle
643_CmrZ5_mbou_ca_pl6_F8	Cameroun	Ouest	Mbouda	Champ agricole
755_MalZ6_solo_sn_pl6_G8	Mali	Segou	Solosso	Savane Naturelle
729_CmrZ5_ban_sn_pl6_H8	Cameroun	Ouest	Bangoua	Savane Naturelle
528_CmrZ4_tiso_sn_pl6_A9	Cameroun	Adamaoua	Tison	Savane Naturelle
530_CmrZ4_tiso_sn_pl6_B9	Cameroun	Adamaoua	Tison	Savane Naturelle
531_CmrZ4_tiso_sn_pl6_C9	Cameroun	Adamaoua	Tison	Savane Naturelle
532_CmrZ4_tiso_sn_pl6_D9	Cameroun	Adamaoua	Tison	Savane Naturelle
533_CmrZ4_tiso_sn_pl6_E9	Cameroun	Adamaoua	Tison	Savane Naturelle
534_CmrZ4_tiso_sn_pl6_F9	Cameroun	Adamaoua	Tison	Savane Naturelle
535_CmrZ4_tiso_sn_pl6_G9	Cameroun	Adamaoua	Tison	Savane Naturelle
536_CmrZ4_tiso_sn_pl6_H9	Cameroun	Adamaoua	Tison	Savane Naturelle
546_CmrZ3_ngon_sn_pl6_A10	Cameroun	Nord	Ngong	Savane Naturelle
547_CmrZ3_ngon_sn_pl6_B10	Cameroun	Nord	Ngong	Savane Naturelle
548_CmrZ3_ngon_sn_pl6_C10	Cameroun	Nord	Ngong	Savane Naturelle
549_CmrZ3_ngon_sn_pl6_D10	Cameroun	Nord	Ngong	Savane Naturelle
550_CmrZ3_ngon_sn_pl6_E10	Cameroun	Nord	Ngong	Savane Naturelle
551_CmrZ3_ngon_sn_pl6_F10	Cameroun	Nord	Ngong	Savane Naturelle
552_CmrZ3_ngon_sn_pl6_G10	Cameroun	Nord	Ngong	Savane Naturelle
554_CmrZ3_ngon_sn_pl6_H10	Cameroun	Nord	Ngong	Savane Naturelle
555_CmrZ3_ngon_sn_pl6_A11	Cameroun	Nord	Ngong	Savane Naturelle
556_CmrZ3_ngon_sn_pl6_B11	Cameroun	Nord	Ngong	Savane Naturelle
557_CmrZ3_ngon_sn_pl6_C11	Cameroun	Nord	Ngong	Savane Naturelle
558_CmrZ3_ngon_sn_pl6_D11	Cameroun	Nord	Ngong	Savane Naturelle
559_CmrZ3_ngon_sn_pl6_E11	Cameroun	Nord	Ngong	Savane Naturelle
560_CmrZ3_ngon_sn_pl6_F11	Cameroun	Nord	Ngong	Savane Naturelle
562_CmrZ3_ngon_sn_pl6_G11	Cameroun	Nord	Ngong	Savane Naturelle
563_CmrZ3_ngon_sn_pl6_H11	Cameroun	Nord	Ngong	Savane Naturelle
564_CmrZ3_ngon_sn_pl6_A12	Cameroun	Nord	Ngong	Savane Naturelle
565_CmrZ3_ngon_sn_pl6_B12	Cameroun	Nord	Ngong	Savane Naturelle
566_CmrZ3_ngon_sn_pl6_C12	Cameroun	Nord	Ngong	Savane Naturelle
567_CmrZ3_ngon_sn_pl6_D12	Cameroun	Nord	Ngong	Savane Naturelle
